"address","camera_id","violation_date","violations","x_coordinate","y_coordinate","latitude","longitude","location"
"5454 W IRVING PARK","CHI050","2024-11-27T00:00:00.000","44","1139042.6593379972","1926097.062423206","41.9533295445","-87.7642672643","
,  
(41.95332954454448, -87.76426726425451)"
"5471 W HIGGINS","CHI102","2024-11-27T00:00:00.000","70","1139071.5296383488","1931897.9375143764","41.9692471486","-87.7640194515","
,  
(41.96924714863934, -87.76401945149458)"
"5520 S WESTERN","CHI069","2024-11-27T00:00:00.000","59",,,,,
"5529 S WESTERN","CHI068","2024-11-27T00:00:00.000","15",,,,,
"57 E 95TH","CHI035","2024-11-27T00:00:00.000","17","1178586.9815442902","1841966.713809109","41.7216571332","-87.6214628987","
,  
(41.72165713317433, -87.62146289865515)"
"5816 W JACKSON","CHI058","2024-11-27T00:00:00.000","41","1137564.8945283876","1898340.6061600344","41.8771894046","-87.7703695018","
,  
(41.87718940463045, -87.7703695017756)"
"5885 N RIDGE AVE","CHI093","2024-11-27T00:00:00.000","38","1165004.0332522145","1939248.352982784","41.9889044725","-87.6684557247","
,  
(41.988904472466494, -87.66845572473223)"
"6020 W FOSTER AVE","CHI192","2024-11-27T00:00:00.000","11","1134976.7953599656","1934250.0333968974","41.9757751962","-87.7790200677","
,  
(41.97577519615414, -87.77902006769679)"
"6226 W IRVING PARK RD","CHI083","2024-11-27T00:00:00.000","45","1133995.169966259","1925971.2691490653","41.9530748256","-87.7828255377","
,  
(41.95307482555687, -87.78282553773761)"
"6247 W FULLERTON","CHI039","2024-11-27T00:00:00.000","57","1134158.2817324053","1915236.510832825","41.9236145831","-87.7824794896","
,  
(41.9236145831186, -87.78247948955652)"
"6250 W FULLERTON","CHI040","2024-11-27T00:00:00.000","36","1134113.4824083403","1915315.3436415251","41.9238316992","-87.7826422418","
,  
(41.92383169923362, -87.78264224184598)"
"62 E 95TH","CHI036","2024-11-27T00:00:00.000","25","1178615.9537060678","1842047.6219781598","41.7218784982","-87.6213543285","
,  
(41.72187849819265, -87.62135432849777)"
"6523 N WESTERN","CHI051","2024-11-27T00:00:00.000","68","1159169.4522778809","1943341.864659956","42.0002595114","-87.6898029086","
,  
(42.00025951144952, -87.68980290863908)"
"655 W ROOT ST","CHI204","2024-11-27T00:00:00.000","24","1172385.9423960324","1877335.7514653772","41.8188524558","-87.6431365112","
,  
(41.81885245577107, -87.64313651124452)"
"6818 S KEDZIE","CHI018","2024-11-27T00:00:00.000","35","1156183.4762994996","1859144.9939837572","41.7692762213","-87.7030625951","
,  
(41.769276221338444, -87.70306259506)"
"6909 S KEDZIE","CHI014","2024-11-27T00:00:00.000","32","1156276.17519456","1858582.8941824574","41.767731869","-87.7027379071","
,  
(41.76773186901884, -87.70273790708362)"
"6938 W ADDISON ST","CHI188","2024-11-27T00:00:00.000","5","1129344.3801374251","1923185.1363730251","41.9455100661","-87.7999862327","
,  
(41.945510066128264, -87.79998623271173)"
"8006 W ADDISON ST","CHI176","2024-11-27T00:00:00.000","7","1122009.3596810491","1923001.912236642","41.945129354","-87.8269516994","
,  
(41.945129353961654, -87.8269516993975)"
"8020 W FOREST PRESERVE AV","CHI174","2024-11-27T00:00:00.000","129","1121895.0533213036","1922705.8716379236","41.9443188331","-87.8273782787","
,  
(41.944318833069445, -87.8273782786742)"
"8043 W ADDISON ST","CHI175","2024-11-27T00:00:00.000","5","1121638.4975817108","1922906.5376653895","41.944873638","-87.8283169441","
,  
(41.94487363802818, -87.82831694409394)"
"8318 S ASHLAND AVE","CHI169","2024-11-27T00:00:00.000","83","1167083.227060742","1849460.2612748065","41.7424738546","-87.66338548","
,  
(41.74247385456547, -87.66338547998558)"
"8345 S ASHLAND AVE","CHI168","2024-11-27T00:00:00.000","108","1167170.4936343955","1849194.1169244647","41.7417416514","-87.6630733293","
,  
(41.741741651401504, -87.66307332925098)"
"901 N CLARK ST","CHI189","2024-11-27T00:00:00.000","66","1175408.4556964743","1906675.3496308222","41.8992952004","-87.6311686897","
,  
(41.89929520044758, -87.63116868965828)"
"9618 S EWING AVE","CHI142","2024-11-27T00:00:00.000","61","1202074.8768194823","1841844.576675849","41.7207568056","-87.5354367874","
,  
(41.72075680558273, -87.53543678735923)"
"10318 S INDIANAPOLIS","CHI120","2024-11-26T00:00:00.000","120","1203645.3681409052","1837056.1445740415","41.7075769029","-87.5298482611","
,  
(41.70757690291348, -87.52984826112849)"
"10540 S WESTERN AVE","CHI205","2024-11-26T00:00:00.000","358","1162221.8859141476","1834493.545657301","41.7015052147","-87.6816127025","
,  
(41.7015052146955, -87.68161270250792)"
"1111 N HUMBOLDT","CHI010","2024-11-26T00:00:00.000","126",,,,,
"1142 W IRVING PARK","CHI095","2024-11-26T00:00:00.000","108","1167789.5287388086","1926747.1065649993","41.9545408662","-87.6585725214","
,  
(41.95454086624301, -87.65857252142276)"
"115 N OGDEN","CHI077","2024-11-26T00:00:00.000","48","1166484.9018621591","1900735.486524538","41.8831915214","-87.6641146996","
,  
(41.883191521391076, -87.66411469955516)"
"1274 E 83RD ST","CHI197","2024-11-26T00:00:00.000","98","1186301.9570541515","1850255.5776988424","41.7442241239","-87.5929434461","
,  
(41.744224123888785, -87.5929434460756)"
"1306 W 76TH ST","CHI185","2024-11-26T00:00:00.000","18","1168832.950330641","1854443.2996242687","41.7561104345","-87.6568309216","
,  
(41.75611043446001, -87.6568309216276)"
"1315 W GARFIELD BLVD","CHI121","2024-11-26T00:00:00.000","94","1168444.5300116292","1868118.4348061245","41.7936450914","-87.6578607639","
,  
(41.793645091444645, -87.6578607639445)"
"1334 W GARFIELD BLVD","CHI119","2024-11-26T00:00:00.000","18","1168211.2885383484","1868328.4656455282","41.7942264664","-87.6587099989","
,  
(41.79422646635146, -87.65870999891658)"
"1507 W 83rd ST","CHI170","2024-11-26T00:00:00.000","13","1167695.1703263535","1849654.229221654","41.7429930349","-87.6611377597","
,  
(41.742993034938884, -87.66113775973551)"
"1732 W 99TH ST","CHI206","2024-11-26T00:00:00.000","20","1166262.9192543097","1839079.6743212147","41.7140054275","-87.6666856694","
,  
(41.714005427493355, -87.66668566940687)"
"1754 N PULASKI RD","CHI157","2024-11-26T00:00:00.000","29","1149394.77705002","1911607.8003694206","41.9133748305","-87.7265885999","
,  
(41.91337483050126, -87.72658859994081)"
"1817 N CLARK ST","CHI187","2024-11-26T00:00:00.000","38","1174582.9321404307","1912516.156213117","41.9153411546","-87.6340258928","
,  
(41.91534115459032, -87.63402589284036)"
"1901 E 75TH ST","CHI138","2024-11-26T00:00:00.000","57","1190192.1101504255","1855579.523137741","41.7587407701","-87.5785185904","
,  
(41.758740770124234, -87.57851859043261)"
"2080 W PERSHING","CHI005","2024-11-26T00:00:00.000","31","1163048.1432631493","1878842.85060012","41.8231888247","-87.677348795","
,  
(41.823188824691925, -87.67734879498818)"
"2223 N KEDZIE BLVD","CHI198","2024-11-26T00:00:00.000","38","1154709.7260906366","1914731.3143818786","41.921841178","-87.7069786863","
,  
(41.92184117800613, -87.70697868625032)"
"2432 N ASHLAND","CHI092","2024-11-26T00:00:00.000","20","1165215.7881245073","1916401.754298868","41.926207903","-87.6683289771","
,  
(41.92620790295943, -87.66832897708693)"
"2443 N ASHLAND","CHI091","2024-11-26T00:00:00.000","51","1165293.1598807825","1916479.2217672328","41.9264188313","-87.668042465","
,  
(41.926418831263994, -87.66804246498943)"
"2448 N CLYBOURN AVE","CHI090","2024-11-26T00:00:00.000","17","1164505.928359546","1916376.376809816","41.9261533429","-87.6709380872","
,  
(41.926153342916486, -87.67093808722792)"
"2501 W IRVING PARK RD","CHI201","2024-11-26T00:00:00.000","45","1158988.8595321514","1926443.4351555866","41.9538931601","-87.6909334682","
,  
(41.95389316007357, -87.69093346821148)"
"2513 W 55TH","CHI070","2024-11-26T00:00:00.000","11","1160431.7488699337","1868077.6747288725","41.7937022494","-87.687244272","
,  
(41.79370224937009, -87.68724427195639)"
"2550 W 79TH","CHI067","2024-11-26T00:00:00.000","3","1160502.556225173","1852230.0317325331","41.750212593","-87.6874210629","
,  
(41.75021259302275, -87.6874210628529)"
"2638 W FULLERTON AVE","CHI186","2024-11-26T00:00:00.000","102","1158219.8166890144","1915889.9611416713","41.9249495132","-87.69404988","
,  
(41.92494951317252, -87.6940498799996)"
"2700 W 103RD ST","CHI207","2024-11-26T00:00:00.000","40","1160174.0098889226","1836280.2060984615","41.7064504078","-87.6890624788","
,  
(41.70645040781588, -87.68906247880868)"
"2705 W IRVING PARK","CHI079","2024-11-26T00:00:00.000","114","1157555.242825448","1926426.2114758298","41.9538752646","-87.6962040886","
,  
(41.95387526461699, -87.69620408862693)"
"2712 W IRVING PARK","CHI080","2024-11-26T00:00:00.000","18","1157447.913673397","1926504.6367308777","41.9540926571","-87.6965965017","
,  
(41.954092657149786, -87.6965965016668)"
"2721 W MONTROSE","CHI078","2024-11-26T00:00:00.000","3","1157328.8452385454","1929075.3900704011","41.9611493829","-87.6969640338","
,  
(41.96114938287925, -87.69696403378589)"
"2900 W OGDEN","CHI021","2024-11-26T00:00:00.000","148","1157135.9195352618","1892361.6758972397","41.8604078645","-87.6986720988","
,  
(41.86040786445197, -87.69867209877323)"
"2912 W ROOSEVELT","CHI020","2024-11-26T00:00:00.000","36","1157040.2126622736","1894612.12813304","41.8665852831","-87.6989623749","
,  
(41.86658528313424, -87.69896237494204)"
"2917 W ROOSEVELT","CHI019","2024-11-26T00:00:00.000","76","1156991.6184733408","1894531.1384087186","41.8663640242","-87.6991429665","
,  
(41.866364024167034, -87.69914296647906)"
"2928 S HALSTED","CHI117","2024-11-26T00:00:00.000","14","1171407.142701029","1885330.6176069423","41.8408126259","-87.6464926105","
,  
(41.84081262592384, -87.64649261049526)"
"3034 W FOSTER","CHI025","2024-11-26T00:00:00.000","51","1155157.9246200474","1934429.0282307658","41.9758840401","-87.7048011234","
,  
(41.9758840401294, -87.70480112338926)"
"3047 W JACKSON BLVD","CHI122","2024-11-26T00:00:00.000","21","1155924.8039339692","1898487.6911603252","41.8772427738","-87.7029526886","
,  
(41.877242773826396, -87.7029526885659)"
"3100 W AUGUSTA","CHI011","2024-11-26T00:00:00.000","35","1155438.362612354","1906531.350675229","41.8993251407","-87.7045223455","
,  
(41.89932514072566, -87.70452234551168)"
"3137 W PETERSON","CHI024","2024-11-26T00:00:00.000","73","1154183.2872748068","1939668.8349302167","41.9902819136","-87.7082446257","
,  
(41.9902819135942, -87.70824462568225)"
"3217 W 55TH ST","CHI166","2024-11-26T00:00:00.000","1","1155768.4302571139","1867930.168343089","41.7933923721","-87.7043484214","
,  
(41.79339237207923, -87.70434842139014)"
"324 E ILLINOIS ST","CHI126","2024-11-26T00:00:00.000","10","1178721.7050713035","1903728.7290699715","41.891134484","-87.61908944","
,  
(41.89113448402406, -87.61908943995478)"
"324 S KEDZIE AVE","CHI123","2024-11-26T00:00:00.000","30","1155057.7681046256","1898246.7154413776","41.8765989423","-87.7061426786","
,  
(41.87659894232968, -87.70614267856668)"
"3314 W 16TH ST","CHI195","2024-11-26T00:00:00.000","6","1154435.8791336128","1891885.511377019","41.8591555578","-87.708596046","
,  
(41.85915555784436, -87.70859604599919)"
"3450 W 71ST","CHI015","2024-11-26T00:00:00.000","20","1154377.9836231924","1857351.5907188945","41.7643909569","-87.7097284198","
,  
(41.76439095689881, -87.70972841983624)"
"3535 E 95TH ST","CHI140","2024-11-26T00:00:00.000","8","1201486.2558581512","1842590.389225195","41.7228183224","-87.5375674653","
,  
(41.722818322421595, -87.53756746533104)"
"3542 E 95TH ST","CHI141","2024-11-26T00:00:00.000","27","1201629.2799941981","1842674.1793697935","41.7230446198","-87.5370407583","
,  
(41.72304461975978, -87.5370407583455)"
"3646 W MADISON","CHI009","2024-11-26T00:00:00.000","5","1151844.8744554345","1899804.753327747","41.8809381864","-87.7178984486","
,  
(41.88093818643283, -87.71789844857646)"
"3655 W JACKSON","CHI008","2024-11-26T00:00:00.000","78","1151781.4849455506","1898394.967222984","41.8770708285","-87.7181683164","
,  
(41.87707082846323, -87.71816831641307)"
"3911 W DIVERSEY AVE","CHI177","2024-11-26T00:00:00.000","2","1149782.573407406","1918290.4530295527","41.9317050975","-87.7249897395","
,  
(41.93170509746654, -87.72498973945363)"
"4042 W NORTH AVE","CHI161","2024-11-26T00:00:00.000","30","1149005.6471481286","1910365.1508732378","41.9099724245","-87.7280504097","
,  
(41.90997242450237, -87.72805040969816)"
"4053 W NORTH AVE","CHI159","2024-11-26T00:00:00.000","23","1148866.6237555917","1910281.5383366696","41.9097456744","-87.7285632951","
,  
(41.90974567444195, -87.72856329512945)"
"4123 N CENTRAL AVE","CHI049","2024-11-26T00:00:00.000","10","1138310.3810153804","1926965.3954480812","41.9557256448","-87.7669381235","
,  
(41.95572564479322, -87.76693812345056)"
"4124 W FOSTER AVE","CHI003","2024-11-26T00:00:00.000","177","1147852.5885706702","1934274.9947383471","41.9756053019","-87.7316697948","
,  
(41.97560530194193, -87.73166979484374)"
"4350 W 79TH ST","CHI199","2024-11-26T00:00:00.000","6","1148570.2565173742","1851887.8601539242","41.7495111052","-87.7311556933","
,  
(41.74951110524599, -87.73115569328665)"
"4429 N BROADWAY","CHI096","2024-11-26T00:00:00.000","5","1168597.252171523","1929689.1863076456","41.9625965487","-87.6555176752","
,  
(41.962596548691735, -87.65551767517252)"
"4432 N LINCOLN","CHI056","2024-11-26T00:00:00.000","1","1160697.5104331495","1929507.413867631","41.9622655602","-87.6845669956","
,  
(41.96226556022151, -87.68456699562915)"
"4433 N WESTERN","CHI055","2024-11-26T00:00:00.000","13","1159610.1416344394","1929516.7819480062","41.9623137887","-87.6885645542","
,  
(41.96231378868856, -87.68856455418805)"
"4436 N WESTERN","CHI094","2024-11-26T00:00:00.000","4","1159528.8728592547","1929555.5505854841","41.9624218495","-87.688862275","
,  
(41.9624218495406, -87.68886227502836)"
"4446 N BROADWAY","CHI097","2024-11-26T00:00:00.000","4","1168458.6043344152","1929791.6187167428","41.9628806352","-87.65602445","
,  
(41.96288063517309, -87.6560244499908)"
"445 W 127TH","CHI045","2024-11-26T00:00:00.000","235","1175468.4458517518","1820629.2285651814","41.6631740593","-87.6335204524","
,  
(41.663174059325534, -87.63352045241697)"
"449 N COLUMBUS DR","CHI124","2024-11-26T00:00:00.000","7","1178428.3542532402","1903326.613409231","41.890037755","-87.6201790343","
,  
(41.89003775504898, -87.62017903427099)"
"450 N COLUMBUS DR","CHI125","2024-11-26T00:00:00.000","38","1178351.216208364","1903356.801857411","41.8901223525","-87.6204613951","
,  
(41.890122352505166, -87.62046139513696)"
"4620 W BELMONT AVE","CHI086","2024-11-26T00:00:00.000","15","1144830.583591838","1920910.0131940308","41.9389883908","-87.7431214226","
,  
(41.938988390759555, -87.74312142256439)"
"4909 N CICERO AVE","CHI149","2024-11-26T00:00:00.000","216","1143500.8416495502","1932251.2467454022","41.9701347358","-87.7477237971","
,  
(41.970134735816295, -87.7477237971432)"
"4949 W LAWRENCE AVE","CHI191","2024-11-26T00:00:00.000","95","1142301.9808439533","1931415.1360101872","41.9678627817","-87.7521529766","
,  
(41.967862781686534, -87.75215297659157)"
"506 S CENTRAL AVE","CHI130","2024-11-26T00:00:00.000","9","1139100.7382016024","1897035.93011447","41.8735814181","-87.7647619685","
,  
(41.87358141810132, -87.7647619684764)"
"5120 N PULASKI","CHI004","2024-11-26T00:00:00.000","116","1148759.3858788754","1933817.5998373618","41.9743326546","-87.7283470224","
,  
(41.97433265461055, -87.72834702238127)"
"515 S CENTRAL AVE","CHI057","2024-11-26T00:00:00.000","18","1139183.475728338","1896944.5811828277","41.8733292401","-87.7644604152","
,  
(41.873329240103914, -87.76446041521123)"
"5330 S COTTAGE GROVE","CHI013","2024-11-26T00:00:00.000","48","1182452.7250045144","1869711.7935478273","41.7977038856","-87.6064447787","
,  
(41.79770388561477, -87.60644477865196)"
"536 E MORGAN DR","CHI029","2024-11-26T00:00:00.000","162","1180984.6568148683","1868164.7664332334","41.7934926459","-87.6118759701","
,  
(41.793492645896656, -87.6118759701359)"
"5432 W LAWRENCE","CHI103","2024-11-26T00:00:00.000","5","1139099.5941300427","1931391.0634944197","41.9678557301","-87.7639286437","
,  
(41.96785573012919, -87.76392864369929)"
"5454 W IRVING PARK","CHI050","2024-11-26T00:00:00.000","34","1139042.6593379972","1926097.062423206","41.9533295445","-87.7642672643","
,  
(41.95332954454448, -87.76426726425451)"
"5471 W HIGGINS","CHI102","2024-11-26T00:00:00.000","64","1139071.5296383488","1931897.9375143764","41.9692471486","-87.7640194515","
,  
(41.96924714863934, -87.76401945149458)"
"5520 S WESTERN","CHI069","2024-11-26T00:00:00.000","69",,,,,
"5529 S WESTERN","CHI068","2024-11-26T00:00:00.000","13",,,,,
"57 E 95TH","CHI035","2024-11-26T00:00:00.000","14","1178586.9815442902","1841966.713809109","41.7216571332","-87.6214628987","
,  
(41.72165713317433, -87.62146289865515)"
"5816 W JACKSON","CHI058","2024-11-26T00:00:00.000","39","1137564.8945283876","1898340.6061600344","41.8771894046","-87.7703695018","
,  
(41.87718940463045, -87.7703695017756)"
"5885 N RIDGE AVE","CHI093","2024-11-26T00:00:00.000","47","1165004.0332522145","1939248.352982784","41.9889044725","-87.6684557247","
,  
(41.988904472466494, -87.66845572473223)"
"6020 W FOSTER AVE","CHI192","2024-11-26T00:00:00.000","13","1134976.7953599656","1934250.0333968974","41.9757751962","-87.7790200677","
,  
(41.97577519615414, -87.77902006769679)"
"6226 W IRVING PARK RD","CHI083","2024-11-26T00:00:00.000","46","1133995.169966259","1925971.2691490653","41.9530748256","-87.7828255377","
,  
(41.95307482555687, -87.78282553773761)"
"6247 W FULLERTON","CHI039","2024-11-26T00:00:00.000","37","1134158.2817324053","1915236.510832825","41.9236145831","-87.7824794896","
,  
(41.9236145831186, -87.78247948955652)"
"6250 W FULLERTON","CHI040","2024-11-26T00:00:00.000","29","1134113.4824083403","1915315.3436415251","41.9238316992","-87.7826422418","
,  
(41.92383169923362, -87.78264224184598)"
"62 E 95TH","CHI036","2024-11-26T00:00:00.000","31","1178615.9537060678","1842047.6219781598","41.7218784982","-87.6213543285","
,  
(41.72187849819265, -87.62135432849777)"
"6523 N WESTERN","CHI051","2024-11-26T00:00:00.000","86","1159169.4522778809","1943341.864659956","42.0002595114","-87.6898029086","
,  
(42.00025951144952, -87.68980290863908)"
"655 W ROOT ST","CHI204","2024-11-26T00:00:00.000","20","1172385.9423960324","1877335.7514653772","41.8188524558","-87.6431365112","
,  
(41.81885245577107, -87.64313651124452)"
"6818 S KEDZIE","CHI018","2024-11-26T00:00:00.000","52","1156183.4762994996","1859144.9939837572","41.7692762213","-87.7030625951","
,  
(41.769276221338444, -87.70306259506)"
"6909 S KEDZIE","CHI014","2024-11-26T00:00:00.000","40","1156276.17519456","1858582.8941824574","41.767731869","-87.7027379071","
,  
(41.76773186901884, -87.70273790708362)"
"6938 W ADDISON ST","CHI188","2024-11-26T00:00:00.000","2","1129344.3801374251","1923185.1363730251","41.9455100661","-87.7999862327","
,  
(41.945510066128264, -87.79998623271173)"
"7508 W TOUHY AVE","CHI193","2024-11-26T00:00:00.000","30","1125299.0877303223","1947252.105822819","42.0116204883","-87.8143195803","
,  
(42.0116204882618, -87.81431958029623)"
"7738 S WESTERN","CHI065","2024-11-26T00:00:00.000","3",,,,,
"7739 S WESTERN","CHI064","2024-11-26T00:00:00.000","16",,,,,
"8006 W ADDISON ST","CHI176","2024-11-26T00:00:00.000","9","1122009.3596810491","1923001.912236642","41.945129354","-87.8269516994","
,  
(41.945129353961654, -87.8269516993975)"
"8020 W FOREST PRESERVE AV","CHI174","2024-11-26T00:00:00.000","117","1121895.0533213036","1922705.8716379236","41.9443188331","-87.8273782787","
,  
(41.944318833069445, -87.8273782786742)"
"8043 W ADDISON ST","CHI175","2024-11-26T00:00:00.000","6","1121638.4975817108","1922906.5376653895","41.944873638","-87.8283169441","
,  
(41.94487363802818, -87.82831694409394)"
"8318 S ASHLAND AVE","CHI169","2024-11-26T00:00:00.000","68","1167083.227060742","1849460.2612748065","41.7424738546","-87.66338548","
,  
(41.74247385456547, -87.66338547998558)"
"8345 S ASHLAND AVE","CHI168","2024-11-26T00:00:00.000","98","1167170.4936343955","1849194.1169244647","41.7417416514","-87.6630733293","
,  
(41.741741651401504, -87.66307332925098)"
"901 N CLARK ST","CHI189","2024-11-26T00:00:00.000","45","1175408.4556964743","1906675.3496308222","41.8992952004","-87.6311686897","
,  
(41.89929520044758, -87.63116868965828)"
"9618 S EWING AVE","CHI142","2024-11-26T00:00:00.000","57","1202074.8768194823","1841844.576675849","41.7207568056","-87.5354367874","
,  
(41.72075680558273, -87.53543678735923)"
"10318 S INDIANAPOLIS","CHI120","2024-11-25T00:00:00.000","100","1203645.3681409052","1837056.1445740415","41.7075769029","-87.5298482611","
,  
(41.70757690291348, -87.52984826112849)"
"10540 S WESTERN AVE","CHI205","2024-11-25T00:00:00.000","331","1162221.8859141476","1834493.545657301","41.7015052147","-87.6816127025","
,  
(41.7015052146955, -87.68161270250792)"
"1111 N HUMBOLDT","CHI010","2024-11-25T00:00:00.000","84",,,,,
"1142 W IRVING PARK","CHI095","2024-11-25T00:00:00.000","92","1167789.5287388086","1926747.1065649993","41.9545408662","-87.6585725214","
,  
(41.95454086624301, -87.65857252142276)"
"115 N OGDEN","CHI077","2024-11-25T00:00:00.000","41","1166484.9018621591","1900735.486524538","41.8831915214","-87.6641146996","
,  
(41.883191521391076, -87.66411469955516)"
"1274 E 83RD ST","CHI197","2024-11-25T00:00:00.000","97","1186301.9570541515","1850255.5776988424","41.7442241239","-87.5929434461","
,  
(41.744224123888785, -87.5929434460756)"
"1306 W 76TH ST","CHI185","2024-11-25T00:00:00.000","20","1168832.950330641","1854443.2996242687","41.7561104345","-87.6568309216","
,  
(41.75611043446001, -87.6568309216276)"
"1315 W GARFIELD BLVD","CHI121","2024-11-25T00:00:00.000","73","1168444.5300116292","1868118.4348061245","41.7936450914","-87.6578607639","
,  
(41.793645091444645, -87.6578607639445)"
"1334 W GARFIELD BLVD","CHI119","2024-11-25T00:00:00.000","30","1168211.2885383484","1868328.4656455282","41.7942264664","-87.6587099989","
,  
(41.79422646635146, -87.65870999891658)"
"1507 W 83rd ST","CHI170","2024-11-25T00:00:00.000","4","1167695.1703263535","1849654.229221654","41.7429930349","-87.6611377597","
,  
(41.742993034938884, -87.66113775973551)"
"1732 W 99TH ST","CHI206","2024-11-25T00:00:00.000","25","1166262.9192543097","1839079.6743212147","41.7140054275","-87.6666856694","
,  
(41.714005427493355, -87.66668566940687)"
"1754 N PULASKI RD","CHI157","2024-11-25T00:00:00.000","33","1149394.77705002","1911607.8003694206","41.9133748305","-87.7265885999","
,  
(41.91337483050126, -87.72658859994081)"
"1817 N CLARK ST","CHI187","2024-11-25T00:00:00.000","32","1174582.9321404307","1912516.156213117","41.9153411546","-87.6340258928","
,  
(41.91534115459032, -87.63402589284036)"
"1901 E 75TH ST","CHI138","2024-11-25T00:00:00.000","33","1190192.1101504255","1855579.523137741","41.7587407701","-87.5785185904","
,  
(41.758740770124234, -87.57851859043261)"
"2080 W PERSHING","CHI005","2024-11-25T00:00:00.000","25","1163048.1432631493","1878842.85060012","41.8231888247","-87.677348795","
,  
(41.823188824691925, -87.67734879498818)"
"2223 N KEDZIE BLVD","CHI198","2024-11-25T00:00:00.000","31","1154709.7260906366","1914731.3143818786","41.921841178","-87.7069786863","
,  
(41.92184117800613, -87.70697868625032)"
"2432 N ASHLAND","CHI092","2024-11-25T00:00:00.000","37","1165215.7881245073","1916401.754298868","41.926207903","-87.6683289771","
,  
(41.92620790295943, -87.66832897708693)"
"2443 N ASHLAND","CHI091","2024-11-25T00:00:00.000","52","1165293.1598807825","1916479.2217672328","41.9264188313","-87.668042465","
,  
(41.926418831263994, -87.66804246498943)"
"2448 N CLYBOURN AVE","CHI090","2024-11-25T00:00:00.000","16","1164505.928359546","1916376.376809816","41.9261533429","-87.6709380872","
,  
(41.926153342916486, -87.67093808722792)"
"2501 W IRVING PARK RD","CHI201","2024-11-25T00:00:00.000","36","1158988.8595321514","1926443.4351555866","41.9538931601","-87.6909334682","
,  
(41.95389316007357, -87.69093346821148)"
"2513 W 55TH","CHI070","2024-11-25T00:00:00.000","16","1160431.7488699337","1868077.6747288725","41.7937022494","-87.687244272","
,  
(41.79370224937009, -87.68724427195639)"
"2550 W 79TH","CHI067","2024-11-25T00:00:00.000","1","1160502.556225173","1852230.0317325331","41.750212593","-87.6874210629","
,  
(41.75021259302275, -87.6874210628529)"
"2638 W FULLERTON AVE","CHI186","2024-11-25T00:00:00.000","94","1158219.8166890144","1915889.9611416713","41.9249495132","-87.69404988","
,  
(41.92494951317252, -87.6940498799996)"
"2700 W 103RD ST","CHI207","2024-11-25T00:00:00.000","33","1160174.0098889226","1836280.2060984615","41.7064504078","-87.6890624788","
,  
(41.70645040781588, -87.68906247880868)"
"2705 W IRVING PARK","CHI079","2024-11-25T00:00:00.000","125","1157555.242825448","1926426.2114758298","41.9538752646","-87.6962040886","
,  
(41.95387526461699, -87.69620408862693)"
"2712 W IRVING PARK","CHI080","2024-11-25T00:00:00.000","20","1157447.913673397","1926504.6367308777","41.9540926571","-87.6965965017","
,  
(41.954092657149786, -87.6965965016668)"
"2900 W OGDEN","CHI021","2024-11-25T00:00:00.000","119","1157135.9195352618","1892361.6758972397","41.8604078645","-87.6986720988","
,  
(41.86040786445197, -87.69867209877323)"
"2912 W ROOSEVELT","CHI020","2024-11-25T00:00:00.000","15","1157040.2126622736","1894612.12813304","41.8665852831","-87.6989623749","
,  
(41.86658528313424, -87.69896237494204)"
"2917 W ROOSEVELT","CHI019","2024-11-25T00:00:00.000","81","1156991.6184733408","1894531.1384087186","41.8663640242","-87.6991429665","
,  
(41.866364024167034, -87.69914296647906)"
"2928 S HALSTED","CHI117","2024-11-25T00:00:00.000","16","1171407.142701029","1885330.6176069423","41.8408126259","-87.6464926105","
,  
(41.84081262592384, -87.64649261049526)"
"3034 W FOSTER","CHI025","2024-11-25T00:00:00.000","18","1155157.9246200474","1934429.0282307658","41.9758840401","-87.7048011234","
,  
(41.9758840401294, -87.70480112338926)"
"3047 W JACKSON BLVD","CHI122","2024-11-25T00:00:00.000","17","1155924.8039339692","1898487.6911603252","41.8772427738","-87.7029526886","
,  
(41.877242773826396, -87.7029526885659)"
"3100 W AUGUSTA","CHI011","2024-11-25T00:00:00.000","28","1155438.362612354","1906531.350675229","41.8993251407","-87.7045223455","
,  
(41.89932514072566, -87.70452234551168)"
"3115 N NARRAGANSETT AVE","CHI104","2024-11-25T00:00:00.000","1","1133239.690118249","1920090.5748641004","41.936950842","-87.7857408906","
,  
(41.93695084197675, -87.78574089058974)"
"3137 W PETERSON","CHI024","2024-11-25T00:00:00.000","55","1154183.2872748068","1939668.8349302167","41.9902819136","-87.7082446257","
,  
(41.9902819135942, -87.70824462568225)"
"324 E ILLINOIS ST","CHI126","2024-11-25T00:00:00.000","10","1178721.7050713035","1903728.7290699715","41.891134484","-87.61908944","
,  
(41.89113448402406, -87.61908943995478)"
"324 S KEDZIE AVE","CHI123","2024-11-25T00:00:00.000","24","1155057.7681046256","1898246.7154413776","41.8765989423","-87.7061426786","
,  
(41.87659894232968, -87.70614267856668)"
"3314 W 16TH ST","CHI195","2024-11-25T00:00:00.000","10","1154435.8791336128","1891885.511377019","41.8591555578","-87.708596046","
,  
(41.85915555784436, -87.70859604599919)"
"3450 W 71ST","CHI015","2024-11-25T00:00:00.000","22","1154377.9836231924","1857351.5907188945","41.7643909569","-87.7097284198","
,  
(41.76439095689881, -87.70972841983624)"
